Ram,Part-number,Retail_Price,Bảo mật,Dung lượng SSD,Bảo hành,Bàn phím,NPU (TOPS),Màu sắc,Công suất pin,Webcam,"Kích thước, khối lượng",Tên,Đèn laptop,Phụ kiện đi kèm,Thương hiệu,Kích thước,Cổng kết nối,Dung lượng RAM,Kết nối không dây,Lưu trữ,CPU,Hệ điều hành,Pin,Màn hình,Cổng HDMI,Tính năng đặc biệt,Mô tả bảo hành,Sale,Image,Nhu cầu,SKU,Chip đồ họa,Name,Công nghệ âm thanh,Latest_Price,Chất liệu,Khối lượng,Series laptop
32GB Onbard LPDDR5x Không nâng cấp được ),83CV001UVN,30.990.000₫,Khuôn mặt,,24 tháng,"Bàn phím Chiclet với phím Copilot , không phím số , LED","Intel® AI Boost, up to 11 TOPS",Xám,,FHD webcam,,Yoga Slim 7 14IMH9 - 83CV001UVN,,,Lenovo,312 x 221 x 14.9 mm,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Windows 11 Home SL + Office Home & Student 2021,"65 Wh , Pin liền","14"" ( 1920 x 1200 ) WUXGA OLED , 400 nits , 100% DCI-P3 , Màn hình gương",,,,3.227%,https://lh3.googleusercontent.com/iDHNoHrxKX4HrBSfxdR26thgoVqUnrbekdM_bPF5Q4IdH8k8JThkUe4oiF8StMve_BBEAYt1zJLigYRPSFzgy3zClyIw4bb6=w500-rw,Văn phòng,240300071,Onboard Intel® Arc™ Graphics,Laptop Lenovo Yoga Slim 7 14IMH9 - 83CV001UVN (Intel® Core™ Ultra 7-155H/ RAM 32GB/ Onboard/ 512GB SSD/ Windows 11 + Office),Dolby Atmos,29.990.000₫,Vỏ nhôm,1.4 kg,Yoga
2 x 8GB DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 24GB ),90NB10P2-M00LE0,21.990.000₫,Khuôn mặt,,24 tháng,"Bàn phím Chiclet , không đèn",,Bạc,,FHD webcam,,VivoBook 15 OLED A1505VA-MA492W,,"Adapter, dây nguồn,…",ASUS,35.68 x 22.76 x 1.99 cm,"1 x USB Type C
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7-13700H ( 2.4 GHz - 5.0 GHz / 24MB / 14 nhân, 12 luồng ), Non-EVO",Windows 11 Home,"3 cell 50 Wh , Pin liền","15.6"" ( 2800 x 1800 ) 2.8K 16:9 , OLED , không cảm ứng , 600 nits , 100% DCI-P3",,,,4.548%,https://lh3.googleusercontent.com/OB1pHKvaXR1Bt1T2C1LfSMn8NQSJ4t0OruqPEXmst1Ol68INQ32p4W4WROw-bGBoKDSPzcASV_NFCu5AMGGPXSdgx76m57bW=w500-rw,Văn phòng,240602414,Onboard Intel® Iris® Xe Graphics,Laptop ASUS VivoBook 15 OLED A1505VA-MA492W (i7-13700H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),SonicMaster,20.990.000₫,,1.7 kg,VivoBook
1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),A2NL7PA,12.490.000₫,,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Bạc,,HD webcam,,15-fd0306TU - A2NL7PA,không đèn,"Adapter, dây nguồn,…",HP,6.9 x 52 x 30.5 cm,"1 x USB Type C
2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth",256GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i3-1315U ( 2.4 GHz - 5.0 GHz / 24MB / 14 nhân, 12 luồng ), Non-EVO",Windows 11 Home,"3 cell 41 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , 250 nits , 45% NTSC",,,,5.604%,https://lh3.googleusercontent.com/VgO7I7Gz_ST791EhN4dXLEPWrtoOebSxoYaYy5zE2sm98ZRFiFiJjvqgpBIYIGL-KvhOrB5BO3Eg-NuuiAHr5jZnv6GWSZA2=w500-rw,Văn phòng,240704440,Onboard Intel® Iris® Xe Graphics,Laptop HP 15-fd0306TU - A2NL7PA (i3-1315U/RAM 8GB/Onboard/256GB SSD/ Windows 11),,11.790.000₫,,1.6 kg,14/15 Series
16GB Onboard DDR4 3200MHz,9Z2V6PA,31.290.000₫,Vân tay,,12 tháng,"Bàn phím thường , LED",,Gold,,HD webcam,,Pavilion X360 14-ek2024TU - 9Z2V6PA,,,HP,32.2 x 21.0 x 1.99 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ 5 120U ( 1.4 GHz - 5.0 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"3 cell 43 Wh , Pin liền","14"" ( 1920 x 1080 ) Full HD IPS , cảm ứng , 300 nits , 62.5% sRGB , Màn hình gương",,,,23.65%,https://lh3.googleusercontent.com/9nbaHw4fp0PFZiduIvMyNhlssoF-aaXsNvFpKzYKeVnkLv9_AOAKeZ3mhSLgqIB7m2m9KzjI29Ur4IYxY6wSm4FdUWwwMgexTQ=w500-rw,Văn phòng,240602769,Onboard Intel® Iris® Xe Graphics,Laptop AI HP Pavilion X360 14-ek2024TU - 9Z2V6PA (Core 5 120U/RAM 16GB/Onboard/512GB SSD/Windows 11),HP Audio Boost,23.890.000₫,,1.5 kg,Pavilion X360
1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),A74BHPT,27.690.000₫,Vân tay,,12 tháng,"Bàn phím Chiclet với phím Copilot , không phím số , LED",Intel® AI Boost NPU,Bạc,,HD webcam,,Probook 440 G11 - A74BHPT,không đèn,"Adapter, dây nguồn,…",HP,31.86 x 22.44 x 1.09 cm (front); 31.86 x 22.43 x 1.7 cm (rear),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 7-155U ( 1.7 GHz - 4.8 GHz / 12MB / 12 nhân, 14 luồng ), Intel AI",Windows 11 Home,"3 cell 56 Wh , Pin liền","14"" ( 1920 x 1200 ) WUXGA IPS , không cảm ứng",,,,7.223%,https://lh3.googleusercontent.com/zz52KU7iKjxBE7ybFhTmxzgBibSbMY5vI8BTLFYh38_r6YyssJ1_XNe4noWQBPyMMyOpc6f_xdWs9yOi-SAZEaxMuhKgLK1N9w=w500-rw,Văn phòng,240704439,Onboard Intel® Arc™ Graphics,Laptop AI HP Probook 440 G11 - A74BHPT (Ultra 7-155U/RAM 16GB/Onboard/512GB SSD/Windows 11),,25.690.000₫,Vỏ nhôm,1.4 kg,ProBook
16GB Onboard LPDDR5 5500MHz,90NB0ZS1-M006L0,14.490.000₫,Vân tay,,24 tháng,"Bàn phím thường , không phím số",,Bạc,,HD webcam,,Vivobook Go 14 E1404FA-NK177W,không đèn,,ASUS,32.45 x 21.39 x 1.79 cm,"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"AMD Ryzen™ 5 7520U ( 2.8 GHz - 4.3 GHz / 4MB / 4 nhân, 8 luồng ), AMD",Windows 11 Home,"3 cell 42 Wh , Pin liền","14"" ( 1920 x 1080 ) Full HD 16:9 , không cảm ứng , 45% NTSC",,,Bảo hành Pin 12 tháng,11.732%,https://lh3.googleusercontent.com/EdkgJbbzmVZB6BHq0lsIxYLHifu4FOlvU_bsefpg0AvhVc9XPS8DEA6pEsDkZUvP9q0eQmJRApAenHk97ES5QWOqPuxE39o=w500-rw,Văn phòng,230502464,Onboard AMD Radeon 610M,Laptop Asus Vivobook Go 14 E1404FA-NK177W (AMD Ryzen 5 7520U) (Bạc),SonicMaster,12.790.000₫,,1.4 kg,VivoBook
16GB (8GB + 8GB Onboard) DDR4 3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 24GB ),,26.990.000₫,Vân tay,,24 tháng,"Bàn phím thường , không phím số , LED",,Đen,,HD webcam,,Vivobook S3405VA-KM071W,không đèn,"Adapter, dây nguồn",ASUS,31.71 x 22.25 x 1.89 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",512GB SSD M.2 NVMe,"Intel® Core™ i9-13900H ( 3.2 GHz - 4.75 GHz / 24MB / 14 nhân, 20 luồng ), Non-EVO",Windows 11 Home,"3 cell 63 Wh , Pin liền","14"" ( 2880 x 1800 ) WQXGA+ 16:10 , OLED , 90Hz , không cảm ứng , 600 nits , 100% DCI-P3 , Màn hình chống lóa",,,Bảo hành Pin 12 tháng,14.82%,https://lh3.googleusercontent.com/OmJmQFz5U6OjnXRGZbSTHGGclOMC340dzPyvp5fkVtAp1Uy4WrMjxrhtQsuuACI0e-JTP9nQla7DErxyORCmMYS8hcU4HvD-=w500-rw,Văn phòng,230401845,Onboard Intel® Iris® Xe Graphics,Laptop Asus Vivobook S3405VA-KM071W (i9-13900H) (Đen),SonicMaster,22.990.000₫,,1.4 kg,VivoBook
16GB LPDDR5 6400MHz ( 1 Khe cắm / Không nâng cấp được ),NX.KHRSV.003,16.990.000₫,,,12 tháng,"Bàn phím thường , không phím số , không đèn",,Xám,,HD webcam,,Aspire 5 A514-56P-55K5 (NX.KHRSV.003),không đèn,Cáp + Sạc,ACER,318.8 x 225.5 x 17.99 mm,"2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng ),",Windows 11 Home,"3 cell 50 Wh , Pin liền","14"" ( 1920 x 1200 ) WUXGA IPS , Acer ComfyView",,,,5.886%,https://lh3.googleusercontent.com/8ndBlTkSvL4VpmY2uVCPmxOdXNwumVMkNtDffCrbjQtcsoixgR3PwTygpnONqZJYzthDkjQ3vPeb2mtWOgxJrTP3nHe0Y5N4=w500-rw,Văn phòng,230904123,Onboard Intel® UHD Graphics,Laptop ACER Aspire 5 A514-56P-55K5 (NX.KHRSV.003) (i5-1335U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),,15.990.000₫,Vỏ nhôm,1.5 kg,Aspire 5
2 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),90NR0E88-M008X0,30.990.000₫,,,24 tháng,"Bàn phím thường , có phím số , RGB",,Xám,,HD webcam,,TUF Gaming A15 FA507NV-LP111W,,,ASUS,35.4 x 25.1 x 2.24 ~ 2.49 cm,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 5 7535HS ( 3.3 GHz - 4.5 GHz / 16MB / 6 nhân, 12 luồng ), AMD",Windows 11 Home,"4 cell 90 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 16:9 , IPS , 144Hz , 100% sRGB",,,,14.521%,https://lh3.googleusercontent.com/9QRqTTPmUUw4gTZeCSqkwbyEgu0t9237EO_2y5mNXzZ1A9y0bYn8q5ykxnl9LSZa44VaJXqoTSMIumiamOjvIDMutgBgVr7Uog=w500-rw,Gaming,240201285,GeForce RTX™ 4060 8GB GDDR6 AMD Radeon 660M,Laptop gaming ASUS TUF Gaming A15 FA507NV-LP111W (Ryzen 5 7535HS/RAM 16GB/GeForce RTX 4060/1TB SSD/ Windows 11),Dolby Atmos,26.490.000₫,,2.2 kg,TUF
16GB (8GB + 8GB Onboard) DDR4 ( 1 Khe cắm,90NB11F1-M00TJ0,24.990.000₫,,,24 tháng,"Bàn phím Chiclet , có phím số , LED",,Đen,,HD webcam,,Gaming Vivobook 16X K3605ZC-RP564W,,,ASUS,35.86 x 24.91 x 1.89 cm,"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-12500H ( 2.5 GHz - 4.5 GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",Windows 11 Home,"3 cell 50 Wh , Pin liền","16"" ( 1920 x 1200 ) WUXGA 16:10 , IPS , 144Hz , 300 nits , 45% NTSC , Màn hình chống lóa",,,,22.009%,https://lh3.googleusercontent.com/dVQlCOppXoicEh6U79muGKZdJYUuG-wRflgvUd-MntlLsAgVCvtzoOKgy9hpNBNynZ_SbSQphTGmxkozdXuGKtbDEX-HHevO=w500-rw,Gaming,240703470,GeForce RTX™ 3050 4GB GDDR6 Intel® UHD Graphics,Laptop ASUS Gaming Vivobook 16X K3605ZC-RP564W (i5-12500H/ RAM 16GB/ GeForce RTX™ 3050/ 512GB SSD/ Windows 11),SonicMaster,19.490.000₫,,1.8 kg,VivoBook
1 x 8GB DDR4 3200MHz ( 2 Khe cắm,6M0X3PA,21.490.000₫,Vân tay,,12 tháng,"Bàn phím thường , không phím số , LED",,Bạc,,HD webcam,,ProBook 440 G9 (6M0X3PA),,"Adapter, dây nguồn,…",HP,"32,19 x 21,39 x 1,99 cm","1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.1
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home,"3 cell 51 Wh , Pin liền","14"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng",,,,13.96%,https://lh3.googleusercontent.com/h8hwIFSXcj_PNHPur8ffuDOYLA-oOHa2iAvi2Ae3aGmxJA7zJu7Keel_h83uoUq9bF0MyMNlX1ywcXUkd4YmCwq49tjjT14=w500-rw,"Văn phòng, Học sinh - Sinh viên, Doanh nhân",220700503,Onboard Intel® UHD Graphics,Laptop HP ProBook 440 G9 (6M0X3PA) (i5-1235U),,18.490.000₫,,1.4 kg,ProBook
8GB (4GB + 4GB Onboard) DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),NX.ADDSV.00N,11.990.000₫,,,12 tháng,"Bàn phím thường , có phím số",,Bạc,,HD webcam,,Aspire 3 A315-58-529V,không đèn,,ACER,35.85 x 23.56 x 1.90 cm,"2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ac , Bluetooth","256GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 1 x M.2 NVMe )","Intel® Core™ i5-1135G7 ( 2.4 GHz - 4.2 GHz / 8MB / 4 nhân, 8 luồng ), Non-EVO",Windows 11 Home,"2 cell 37 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 220 nits , 45% NTSC , Acer ComfyView",,,,16.681%,https://lh3.googleusercontent.com/CiUtxLjDUsqqI48zBkdPnufhzAO7X5082aTFNnzFnvpjhZGl3fkP8uX0luiE997ThWwfkGw-8i1hiQVE50Q9ZYT76aOCWJIjfQ=w500-rw,Văn phòng,230600807,Onboard Intel® Iris® Xe Graphics,Laptop ACER Aspire 3 A315-58-529V (i5-1135G7/ RAM 8GB/ Onboard/ 256GB SSD/ Windows 11),,9.990.000₫,,1.7 kg,Aspire 3
2 x 8GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),8C5N4PA,32.690.000₫,,,12 tháng,"Bàn phím thường , có phím số , RGB",,Đen,,HD webcam,,Victus 16-r0129TX - 8C5N4PA,không đèn,"Adapter, dây nguồn,…",HP,36.9 x 25.94 x 2.29,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7-13700H ( 2.4 GHz - 5.0 GHz / 24MB / 14 nhân, 20 luồng ),",Windows 11 Home,"4 cell 70 Wh , Pin liền","16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , 250 nits , 45% NTSC",,,,14.377%,https://lh3.googleusercontent.com/Os5ETzgwxSc50azOs7-3nG49jDSJyyWG19FpWeOc0AvOAgnOXIRjnOIiqUMDnQORa12EDemoFrPXyC8lD-CZn8Iq4rMSPkgM=w500-rw,Gaming,230803457,GeForce RTX™ 3050 6GB GDDR6 Intel® Iris® Xe Graphics,Laptop gaming HP Victus 16-r0129TX - 8C5N4PA (i7-13700H/RAM 16GB/GeForce RTX 3050/512GB SSD/ Windows 11),HP Audio Boost,27.990.000₫,,2.3 kg,VICTUS
16GB Onboard LPDDR5 6400MHz,A19C3PA,29.490.000₫,,,12 tháng,"Bàn phím thường , không phím số , LED",Intel® AI Boost NPU,Xanh,,HD webcam,,Envy x360 14-fc0093TU - A19C3PA,,"Adapter, dây nguồn, pen…",HP,31.33 x 21.89 x 1.69 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 5-125U ( 1.3 GHz - 4.3 GHz / 12MB / 12 nhân, 14 luồng ), Intel AI",Windows 11 Home,"3 cell 59 Wh , Pin liền","14"" ( 2880 x 1800 ) 2.8K OLED , cảm ứng , 500 nits , 100% DCI-P3",,,,7.121%,https://lh3.googleusercontent.com/ui46JUmvUWsW6TjAvv9JIeOE7uLdlZqCdBrwf6j-q01NZMoJLyGxIQ0lxNr5LearEVIxoda37vEfaNjOofvE9IE6ktu7obc=w500-rw,Văn phòng,240602665,Onboard Intel® Arc™ Graphics,Laptop AI HP Envy x360 14-fc0093TU - A19C3PA (Ultra 5-125U/RAM 16GB/Onboard/512GB SSD/Windows 11),HP Audio Boost,27.390.000₫,,1.4 kg,Envy X360
2 x 8GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),8C5N2PA,38.390.000₫,,,12 tháng,"Bàn phím thường , có phím số , RGB",,Đen,,HD webcam,,Victus 16-r0127TX - 8C5N2PA,không đèn,"Adapter, dây nguồn,…",HP,36.9 x 25.94 x 2.29,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7-13700H ( 2.4 GHz - 5.0 GHz / 24MB / 14 nhân, 20 luồng ),",Windows 11 Home,"4 cell 70 Wh , Pin liền","16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , 250 nits , 45% NTSC",,,,14.066%,https://lh3.googleusercontent.com/hRGokatjpyntuP5bVKqoS0WwQimvl9QKhSfhjY4QH6N7NXuJnFbb4n1c-40iQJixLmBQ_xhWeDaHQsjXJ7O5toaiEJ96weP0=w500-rw,Gaming,230803456,GeForce RTX™ 4060 8GB GDDR6 Intel® Iris® Xe Graphics,Laptop gaming HP Victus 16-r0127TX - 8C5N2PA (i7-13700H/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),HP Audio Boost,32.990.000₫,,2.3 kg,VICTUS
16GB Onboard LPDDR5 4800MHz,H6KRV,28.090.000₫,Vân tay,,12 tháng,"Bàn phím thường , không phím số , LED",,Bạc,,FHD webcam,,Inspiron 16 5630 - H6KRV,không đèn,Adapter,Dell,35.68 x 25.17 x 1.82 cm,"2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1340P ( 1.9 GHz - 4.6 GHz / 12MB / 12 nhân, 16 luồng ),",Windows 11 Home SL + Office Home & Student 2021,"4 cell 54 Wh , Pin liền","16"" ( 1920 x 1200 ) WUXGA WVA , 250 nits , Màn hình chống lóa , ComfyView",,,Bảo hành Pin 12 tháng,11.036%,https://lh3.googleusercontent.com/VuZEZpx1o_tPJubJRzDkHCBrJF-22o8vvmPyTDIJ6w_yeOhSwvBSdTqVFruwzM2Jh4g0XJ7bw1WWG0NUHxgtoSxKN9dg3bTa=w500-rw,Văn phòng,230901135,GeForce RTX™ 2050 4GB GDDR6 Intel® Iris® Xe Graphics,Laptop Dell Inspiron 16 5630 - H6KRV (i5-1340P/ RAM 16GB/ GeForce RTX™ 2050/ 512GB SSD/ Windows 11 + Office),,24.990.000₫,,1.8 kg,Inspiron
16GB LPDDR5 4800MHz ( 1 Khe cắm / Không nâng cấp được ),NX.KHJSV.005,19.990.000₫,,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Xám,,HD webcam,,Aspire 5 A515-58P-774R (NX.KHJSV.005),không đèn,,ACER,362.9 x 237.5 x 17.99 mm,"2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7-1355U ( 1.7 GHz - 5.0 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home,"3 cell 50 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 250 nits , 45% NTSC , Acer ComfyView",,,,20.01%,https://lh3.googleusercontent.com/yB2ZT1-Gco38u0BdUB4QeHPRPfAqzsOqaRrPA93_wEIlJEUR8b-Z-FxxeboIsZvlHD7V9LAh3NRqgQGNx_sHclz8dmtcMKs=w500-rw,Văn phòng,230903488,Onboard Intel® UHD Graphics,Laptop ACER Aspire 5 A515-58P-774R (NX.KHJSV.005) (i7-1355U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Acer Purified Voice,15.990.000₫,,1.7 kg,Aspire 5
1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),N3530-i5U085W11SLU,17.990.000₫,,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Bạc,,HD webcam,,Inspiron 15 3530 (N3530-i5U085W11SLU),,"Adapter, dây nguồn, HDSD,…",Dell,16.96 - 18.99 x 358.50 x 235.56 mm,"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL + Office Home & Student 2021,"3 cell 41 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 120Hz , không cảm ứng , 250 nits , Màn hình chống lóa",,,,10.006%,https://lh3.googleusercontent.com/3bI9GIVSFNQ-07YuhxsXJSEcuq78g_uoPr3x--FCSnz9kkHfzs1K3y5Ekx7ghfF7IxG_bKIlyM8DqT-kuXEaX2ZRUsvlFefh=w500-rw,Văn phòng,240502384,Onboard Intel® UHD Graphics,Laptop Dell Inspiron 15 3530 (N3530-i5U085W11SLU) (i5-1335U/ RAM 8GB/ Onboard/ 512GB SSD/ Windows 11 + Office),,16.190.000₫,,1.9 kg,Inspiron
2 x 8GB DDR4,9Z2W3PA,20.590.000₫,,,12 tháng,"Bàn phím thường , không phím số , không đèn",,Bạc,,HD webcam,,14-ep1011TU - 9Z2W3PA,,,HP,32.4 x 21.5 x 1.79 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ 5 120U ( 1.4 GHz - 5.0 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"3 cell 40 Wh , Pin liền","14"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 250 nits , 62.5% sRGB",,,,8.742%,https://lh3.googleusercontent.com/EXgse1MzAmmrNcRqMqv_KHVcbZW6sw6FYCOznxKTRFZ5amtZ1y-M0wFCi3p9Owr6kzzBNecD2xAgZiXuYQjMTkLoWER-2IPF9Q=w500-rw,Văn phòng,240602779,Onboard Intel® Iris® Xe Graphics,Laptop AI HP 14-ep1011TU - 9Z2W3PA (Core 5 120U/RAM 16GB/Onboard/512GB SSD/Windows 11),,18.790.000₫,,1.4 kg,14/15 Series
32GB LPDDR5x ( 1 Khe cắm / Không nâng cấp được ),90NB11R1-M00670,34.990.000₫,Khuôn mặt,,24 tháng,"Bàn phím Chiclet , không phím số , LED",Intel® AI Boost NPU,Xanh,,FHD webcam,,Zenbook 14 OLED - UX3405MA-PP152W,không đèn,,ASUS,31.24 x 22.01 x 1.49 cm,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Windows 11 Home,"4 cell 75 Wh , Pin liền","14"" ( 2880 x 1800 ) 3K 16:10 , OLED , 120Hz , không cảm ứng , 600 nits , 100% sRGB , Màn hình gương",,,,5.716%,https://lh3.googleusercontent.com/RTQIVOpEcB8WbT1pF-h7GChVvC-a0SkZ6l-1C1PWp9DK--lXHoY41MhtD8sEdp9YOi-QW5njITCYDA8M-hWTua_v7nj8cMnC=w500-rw,Văn phòng,240103583,Onboard Intel® Arc™ Graphics,Laptop AI ASUS Zenbook 14 OLED - UX3405MA-PP152W (Ultra 7-155H/RAM 32GB/Onboard/1TB SSD/Windows 11),Dolby Atmos,32.990.000₫,Vỏ kim loại,1.2 kg,ZenBook
